fonte: 5, destino: 10260, peso: 1
fonte: 6, destino: 6506, peso: 1
fonte: 65, destino: 13121, peso: 1
fonte: 73, destino: 5805, peso: 1
fonte: 74, destino: 12067, peso: 1
fonte: 81, destino: 17496, peso: 1
fonte: 99, destino: 2161, peso: 1
fonte: 100, destino: 6273, peso: 1
fonte: 103, destino: 12061, peso: 1
fonte: 108, destino: 15705, peso: 1
fonte: 129, destino: 7049, peso: 1
fonte: 130, destino: 19263, peso: 1
fonte: 131, destino: 12429, peso: 1
fonte: 132, destino: 401, peso: 1
fonte: 145, destino: 8281, peso: 1
fonte: 145, destino: 13364, peso: 1
fonte: 157, destino: 19715, peso: 1
fonte: 176, destino: 4721, peso: 1
fonte: 180, destino: 3723, peso: 1
fonte: 193, destino: 7349, peso: 1
fonte: 194, destino: 18268, peso: 1
fonte: 223, destino: 3164, peso: 1
fonte: 287, destino: 214, peso: 1
fonte: 292, destino: 13803, peso: 1
fonte: 304, destino: 5287, peso: 1
fonte: 374, destino: 1987, peso: 1
fonte: 380, destino: 7970, peso: 1
fonte: 427, destino: 941, peso: 1
fonte: 429, destino: 4255, peso: 1
fonte: 433, destino: 17989, peso: 1
fonte: 438, destino: 3800, peso: 1
fonte: 438, destino: 19876, peso: 1
fonte: 451, destino: 4811, peso: 1
fonte: 463, destino: 17987, peso: 1
fonte: 471, destino: 10549, peso: 1
fonte: 513, destino: 4012, peso: 1
fonte: 517, destino: 4964, peso: 1
fonte: 552, destino: 818, peso: 1
fonte: 578, destino: 13184, peso: 1
fonte: 593, destino: 18926, peso: 1
fonte: 621, destino: 6212, peso: 1
fonte: 626, destino: 7339, peso: 1
fonte: 645, destino: 6527, peso: 1
fonte: 652, destino: 7400, peso: 1
fonte: 659, destino: 12166, peso: 1
fonte: 669, destino: 17313, peso: 1
fonte: 683, destino: 19896, peso: 1
fonte: 697, destino: 14531, peso: 1
fonte: 703, destino: 14830, peso: 1
fonte: 706, destino: 14979, peso: 1
fonte: 708, destino: 19876, peso: 1
fonte: 717, destino: 19177, peso: 1
fonte: 719, destino: 14617, peso: 1
fonte: 725, destino: 5191, peso: 1
fonte: 727, destino: 18424, peso: 1
fonte: 769, destino: 10016, peso: 1
fonte: 769, destino: 12133, peso: 1
fonte: 778, destino: 11953, peso: 1
fonte: 835, destino: 15437, peso: 1
fonte: 859, destino: 19428, peso: 1
fonte: 861, destino: 5199, peso: 1
