fonte: 7, destino: 31004, peso: 1
fonte: 12, destino: 32354, peso: 1
fonte: 90, destino: 2625, peso: 1
fonte: 91, destino: 24250, peso: 1
fonte: 127, destino: 12970, peso: 1
fonte: 146, destino: 7037, peso: 1
fonte: 148, destino: 10719, peso: 1
fonte: 154, destino: 26768, peso: 1
fonte: 158, destino: 35648, peso: 1
fonte: 250, destino: 12678, peso: 1
fonte: 261, destino: 39987, peso: 1
fonte: 286, destino: 10520, peso: 1
fonte: 288, destino: 834, peso: 1
fonte: 304, destino: 17705, peso: 1
fonte: 315, destino: 25446, peso: 1
fonte: 326, destino: 17680, peso: 1
fonte: 343, destino: 29554, peso: 1
fonte: 349, destino: 18439, peso: 1
fonte: 357, destino: 10047, peso: 1
fonte: 365, destino: 31281, peso: 1
fonte: 366, destino: 336, peso: 1
fonte: 393, destino: 18992, peso: 1
fonte: 403, destino: 4264, peso: 1
fonte: 440, destino: 36246, peso: 1
fonte: 441, destino: 35807, peso: 1
fonte: 464, destino: 9252, peso: 1
fonte: 485, destino: 36393, peso: 1
fonte: 494, destino: 35018, peso: 1
fonte: 506, destino: 23059, peso: 1
fonte: 540, destino: 16579, peso: 1
fonte: 558, destino: 28462, peso: 1
fonte: 603, destino: 10514, peso: 1
fonte: 610, destino: 17050, peso: 1
fonte: 611, destino: 28153, peso: 1
fonte: 611, destino: 10132, peso: 1
fonte: 612, destino: 1316, peso: 1
fonte: 617, destino: 5091, peso: 1
fonte: 677, destino: 9292, peso: 1
fonte: 696, destino: 17827, peso: 1
fonte: 706, destino: 6512, peso: 1
fonte: 710, destino: 10883, peso: 1
fonte: 715, destino: 33586, peso: 1
fonte: 756, destino: 25408, peso: 1
fonte: 773, destino: 37809, peso: 1
fonte: 780, destino: 23948, peso: 1
fonte: 785, destino: 13918, peso: 1
fonte: 802, destino: 32057, peso: 1
fonte: 810, destino: 34357, peso: 1
fonte: 811, destino: 21378, peso: 1
fonte: 812, destino: 32636, peso: 1
fonte: 831, destino: 39214, peso: 1
fonte: 854, destino: 4227, peso: 1
fonte: 862, destino: 29533, peso: 1
fonte: 874, destino: 20714, peso: 1
fonte: 877, destino: 29371, peso: 1
fonte: 898, destino: 23390, peso: 1
fonte: 902, destino: 13070, peso: 1
fonte: 925, destino: 13086, peso: 1
fonte: 951, destino: 30027, peso: 1
fonte: 956, destino: 23953, peso: 1
fonte: 980, destino: 15889, peso: 1
fonte: 998, destino: 15993, peso: 1
fonte: 1022, destino: 32637, peso: 1
fonte: 1027, destino: 6710, peso: 1
fonte: 1028, destino: 29115, peso: 1
fonte: 1039, destino: 30805, peso: 1
fonte: 1075, destino: 28763, peso: 1
fonte: 1077, destino: 5139, peso: 1
fonte: 1094, destino: 4210, peso: 1
fonte: 1111, destino: 19099, peso: 1
fonte: 1127, destino: 6110, peso: 1
fonte: 1140, destino: 4042, peso: 1
fonte: 1160, destino: 17409, peso: 1
fonte: 1172, destino: 11083, peso: 1
fonte: 1186, destino: 5791, peso: 1
fonte: 1189, destino: 24654, peso: 1
fonte: 1197, destino: 30167, peso: 1
fonte: 1198, destino: 37429, peso: 1
fonte: 1211, destino: 32551, peso: 1
fonte: 1272, destino: 20474, peso: 1
fonte: 1290, destino: 23030, peso: 1
fonte: 1313, destino: 27115, peso: 1
fonte: 1345, destino: 3130, peso: 1
fonte: 1348, destino: 31048, peso: 1
fonte: 1383, destino: 3408, peso: 1
fonte: 1391, destino: 28971, peso: 1
fonte: 1400, destino: 7321, peso: 1
fonte: 1407, destino: 33335, peso: 1
fonte: 1423, destino: 13709, peso: 1
fonte: 1451, destino: 7561, peso: 1
fonte: 1461, destino: 30146, peso: 1
fonte: 1465, destino: 10067, peso: 1
fonte: 1470, destino: 15235, peso: 1
fonte: 1478, destino: 15717, peso: 1
fonte: 1481, destino: 1667, peso: 1
fonte: 1481, destino: 29044, peso: 1
fonte: 1483, destino: 1959, peso: 1
fonte: 1495, destino: 19563, peso: 1
fonte: 1534, destino: 3414, peso: 1
fonte: 1537, destino: 8048, peso: 1
fonte: 1553, destino: 1131, peso: 1
fonte: 1588, destino: 16206, peso: 1
fonte: 1589, destino: 19047, peso: 1
fonte: 1603, destino: 16649, peso: 1
fonte: 1608, destino: 18523, peso: 1
fonte: 1622, destino: 23988, peso: 1
fonte: 1631, destino: 30812, peso: 1
fonte: 1642, destino: 24376, peso: 1
fonte: 1647, destino: 5212, peso: 1
fonte: 1686, destino: 30441, peso: 1
fonte: 1691, destino: 15810, peso: 1
fonte: 1697, destino: 6224, peso: 1
fonte: 1699, destino: 7890, peso: 1
