fonte: 5, destino: 20767, peso: 1
fonte: 14, destino: 4275, peso: 1
fonte: 83, destino: 1136, peso: 1
fonte: 107, destino: 23297, peso: 1
fonte: 148, destino: 819, peso: 1
fonte: 151, destino: 13035, peso: 1
fonte: 178, destino: 14392, peso: 1
fonte: 181, destino: 18018, peso: 1
fonte: 191, destino: 22463, peso: 1
fonte: 213, destino: 18685, peso: 1
fonte: 219, destino: 23534, peso: 1
fonte: 242, destino: 13217, peso: 1
fonte: 245, destino: 10079, peso: 1
fonte: 255, destino: 18961, peso: 1
fonte: 260, destino: 16712, peso: 1
fonte: 263, destino: 22449, peso: 1
fonte: 268, destino: 3979, peso: 1
fonte: 279, destino: 14085, peso: 1
fonte: 295, destino: 21406, peso: 1
fonte: 341, destino: 28247, peso: 1
fonte: 358, destino: 3740, peso: 1
fonte: 366, destino: 24312, peso: 1
fonte: 368, destino: 12219, peso: 1
fonte: 368, destino: 11648, peso: 1
fonte: 373, destino: 15591, peso: 1
fonte: 391, destino: 16009, peso: 1
fonte: 411, destino: 10563, peso: 1
fonte: 431, destino: 27220, peso: 1
fonte: 468, destino: 5175, peso: 1
fonte: 478, destino: 1956, peso: 1
fonte: 525, destino: 4222, peso: 1
fonte: 526, destino: 8276, peso: 1
fonte: 567, destino: 11089, peso: 1
fonte: 568, destino: 26847, peso: 1
fonte: 575, destino: 26441, peso: 1
fonte: 597, destino: 2536, peso: 1
fonte: 630, destino: 20117, peso: 1
fonte: 670, destino: 25944, peso: 1
fonte: 683, destino: 27434, peso: 1
fonte: 754, destino: 22323, peso: 1
fonte: 769, destino: 6288, peso: 1
fonte: 779, destino: 15950, peso: 1
fonte: 809, destino: 11947, peso: 1
fonte: 824, destino: 25631, peso: 1
fonte: 867, destino: 14096, peso: 1
fonte: 870, destino: 18505, peso: 1
fonte: 896, destino: 26213, peso: 1
fonte: 914, destino: 4088, peso: 1
fonte: 914, destino: 22770, peso: 1
fonte: 954, destino: 12080, peso: 1
fonte: 955, destino: 6549, peso: 1
fonte: 998, destino: 28309, peso: 1
fonte: 1002, destino: 14907, peso: 1
fonte: 1009, destino: 5892, peso: 1
fonte: 1010, destino: 24799, peso: 1
fonte: 1028, destino: 25258, peso: 1
fonte: 1028, destino: 9782, peso: 1
fonte: 1059, destino: 13415, peso: 1
fonte: 1062, destino: 15770, peso: 1
fonte: 1063, destino: 23330, peso: 1
fonte: 1063, destino: 13750, peso: 1
fonte: 1068, destino: 22771, peso: 1
fonte: 1114, destino: 21619, peso: 1
fonte: 1117, destino: 27505, peso: 1
fonte: 1150, destino: 13744, peso: 1
fonte: 1151, destino: 21483, peso: 1
fonte: 1151, destino: 9002, peso: 1
fonte: 1155, destino: 15598, peso: 1
fonte: 1191, destino: 3917, peso: 1
fonte: 1204, destino: 5803, peso: 1
fonte: 1232, destino: 14785, peso: 1
fonte: 1289, destino: 3900, peso: 1
fonte: 1291, destino: 24396, peso: 1
fonte: 1297, destino: 18104, peso: 1
fonte: 1349, destino: 12555, peso: 1
fonte: 1367, destino: 16198, peso: 1
fonte: 1402, destino: 3143, peso: 1
fonte: 1411, destino: 24230, peso: 1
fonte: 1425, destino: 11694, peso: 1
