fonte: 24, destino: 38059, peso: 1
fonte: 41, destino: 14029, peso: 1
fonte: 50, destino: 26729, peso: 1
fonte: 79, destino: 44497, peso: 1
fonte: 98, destino: 46415, peso: 1
fonte: 121, destino: 2580, peso: 1
fonte: 122, destino: 7283, peso: 1
fonte: 124, destino: 49526, peso: 1
fonte: 137, destino: 9552, peso: 1
fonte: 149, destino: 43255, peso: 1
fonte: 166, destino: 46659, peso: 1
fonte: 167, destino: 48388, peso: 1
fonte: 169, destino: 9926, peso: 1
fonte: 190, destino: 4172, peso: 1
fonte: 223, destino: 26468, peso: 1
fonte: 224, destino: 5980, peso: 1
fonte: 249, destino: 7641, peso: 1
fonte: 271, destino: 746, peso: 1
fonte: 278, destino: 42486, peso: 1
fonte: 283, destino: 6288, peso: 1
fonte: 302, destino: 16835, peso: 1
fonte: 307, destino: 12928, peso: 1
fonte: 325, destino: 19690, peso: 1
fonte: 333, destino: 7838, peso: 1
fonte: 336, destino: 45425, peso: 1
fonte: 340, destino: 28391, peso: 1
fonte: 348, destino: 21464, peso: 1
fonte: 370, destino: 45442, peso: 1
fonte: 373, destino: 7468, peso: 1
fonte: 386, destino: 18434, peso: 1
fonte: 446, destino: 31935, peso: 1
fonte: 454, destino: 47051, peso: 1
fonte: 461, destino: 25266, peso: 1
fonte: 478, destino: 22711, peso: 1
fonte: 553, destino: 2932, peso: 1
fonte: 554, destino: 48697, peso: 1
fonte: 578, destino: 38023, peso: 1
fonte: 616, destino: 11152, peso: 1
fonte: 618, destino: 20124, peso: 1
fonte: 628, destino: 37699, peso: 1
fonte: 657, destino: 39881, peso: 1
fonte: 672, destino: 27169, peso: 1
fonte: 704, destino: 18051, peso: 1
fonte: 732, destino: 26570, peso: 1
fonte: 737, destino: 37138, peso: 1
fonte: 748, destino: 48118, peso: 1
fonte: 794, destino: 47810, peso: 1
fonte: 796, destino: 6588, peso: 1
fonte: 820, destino: 4703, peso: 1
fonte: 827, destino: 23700, peso: 1
fonte: 853, destino: 9843, peso: 1
fonte: 885, destino: 266, peso: 1
fonte: 923, destino: 3348, peso: 1
fonte: 929, destino: 18228, peso: 1
fonte: 939, destino: 35388, peso: 1
fonte: 954, destino: 15906, peso: 1
fonte: 955, destino: 24503, peso: 1
fonte: 964, destino: 49335, peso: 1
fonte: 1034, destino: 24336, peso: 1
fonte: 1077, destino: 1697, peso: 1
fonte: 1078, destino: 11035, peso: 1
fonte: 1123, destino: 32776, peso: 1
fonte: 1129, destino: 6912, peso: 1
fonte: 1133, destino: 22508, peso: 1
fonte: 1147, destino: 39464, peso: 1
fonte: 1149, destino: 33106, peso: 1
fonte: 1171, destino: 29958, peso: 1
fonte: 1209, destino: 45540, peso: 1
fonte: 1247, destino: 37660, peso: 1
fonte: 1248, destino: 46623, peso: 1
fonte: 1255, destino: 26852, peso: 1
fonte: 1277, destino: 15378, peso: 1
fonte: 1282, destino: 25169, peso: 1
fonte: 1308, destino: 47492, peso: 1
fonte: 1328, destino: 48482, peso: 1
fonte: 1332, destino: 20167, peso: 1
fonte: 1343, destino: 35005, peso: 1
fonte: 1355, destino: 30252, peso: 1
fonte: 1357, destino: 42746, peso: 1
fonte: 1397, destino: 11743, peso: 1
fonte: 1400, destino: 42339, peso: 1
fonte: 1418, destino: 1900, peso: 1
fonte: 1430, destino: 49015, peso: 1
fonte: 1465, destino: 31699, peso: 1
fonte: 1480, destino: 28917, peso: 1
fonte: 1488, destino: 1440, peso: 1
fonte: 1510, destino: 39136, peso: 1
fonte: 1525, destino: 13946, peso: 1
fonte: 1529, destino: 35131, peso: 1
fonte: 1531, destino: 49694, peso: 1
fonte: 1544, destino: 7723, peso: 1
fonte: 1596, destino: 42580, peso: 1
fonte: 1642, destino: 44597, peso: 1
fonte: 1655, destino: 13384, peso: 1
fonte: 1656, destino: 48845, peso: 1
fonte: 1682, destino: 18166, peso: 1
fonte: 1708, destino: 45695, peso: 1
fonte: 1711, destino: 18249, peso: 1
fonte: 1715, destino: 34117, peso: 1
fonte: 1723, destino: 48688, peso: 1
fonte: 1734, destino: 15563, peso: 1
fonte: 1763, destino: 24660, peso: 1
fonte: 1780, destino: 46611, peso: 1
fonte: 1783, destino: 3985, peso: 1
fonte: 1784, destino: 15901, peso: 1
fonte: 1788, destino: 14926, peso: 1
fonte: 1789, destino: 19614, peso: 1
fonte: 1790, destino: 33449, peso: 1
fonte: 1811, destino: 27721, peso: 1
fonte: 1815, destino: 41735, peso: 1
fonte: 1821, destino: 14426, peso: 1
fonte: 1839, destino: 48615, peso: 1
fonte: 1857, destino: 5626, peso: 1
fonte: 1858, destino: 3016, peso: 1
fonte: 1871, destino: 44745, peso: 1
fonte: 1882, destino: 47803, peso: 1
